POINT_1_STREET,DURATION_IN_SEC,POINT_1_NAME,POINT_1_CITY,POINT_2_NAME,POINT_2_LNG,POINT_2_STREET,NDT_IN_KMH,POINT_2_POSTAL_CODE,POINT_2_COUNTRY,POINT_1_STREET_NUMBER,ORGANISATION,POINT_1_LAT,POINT_2_LAT,POINT_1_POSTAL_CODE,POINT_2_STREET_NUMBER,POINT_2_CITY,extID,ROAD_TYPE,POINT_1_LNG,REPORT_ID,POINT_1_COUNTRY,DISTANCE_IN_METERS,REPORT_NAME,RBA_ID,_id
Århusvej,53,4322,Hinnerup,4321,10.10702759027481,Østjyske Motorvej,81,8382,Denmark,0,COWI,56.22579478256016,56.21740644105506,8382,0,Hinnerup,187,MAJOR_ROAD,10.116589665412903,171572,Denmark,1193,AAR_BT_0028 4326 4322 4321,171762,1594
15,122,4326,Aarhus,4321,10.10702759027481,Østjyske Motorvej,107,8382,Denmark,0,COWI,56.21399075104399,56.21740644105506,8200,0,Hinnerup,188,MAJOR_ROAD,10.145073305557275,171969,Denmark,3640,AAR_BT_0029 4326 NOT4322 4321,172116,1595
Søftenvej,119,4349,Aarhus,4326,10.145073305557275,15,59,8200,Denmark,0,COWI,56.208646307573304,56.21399075104399,8200,0,Aarhus,189,STREET,10.161157250404358,172602,Denmark,1945,AAR_BT_0030 4349 4326 4321,172904,1596
Søftenvej,60,4364,Aarhus,4321,10.10702759027481,Østjyske Motorvej,195,8382,Denmark,0,COWI,56.21508593264829,56.21740644105506,8200,0,Hinnerup,190,ROAD,10.13978019262504,173011,Denmark,3257,AAR_BT_0031 4349 4364 4321,173427,1597
Søftenvej,60,4364,Aarhus,4349,10.161038385250095,Søftenvej,90,8200,Denmark,0,COWI,56.2149789163549,56.20852026816215,8200,0,Aarhus,191,ROAD,10.13969570304107,173118,Denmark,1507,AAR_BT_0032 4323 4364 4349,173587,1598
15,49,4326,Aarhus,4349,10.161038385250095,Søftenvej,86,8200,Denmark,0,COWI,56.21385651069573,56.20852026816215,8200,0,Aarhus,192,ROAD,10.144907008598352,173225,Denmark,1177,AAR_BT_0033 4323 4326 4349,173718,1599
Grenåvej,60,4581,Risskov,4582,10.218124775463139,Grenåvej,48,8240,Denmark,0,COWI,56.19371107014121,56.18655111946821,8240,125,Risskov,193,MAJOR_ROAD,10.218878251485876,178548,Denmark,798,AAR_BT_0100 4581 4582,178662,1600
Grenåvej,65,4582,Risskov,4581,10.21908612268453,Grenåvej,44,8240,Denmark,126,COWI,56.186546268439095,56.19369241581476,8240,126,Risskov,194,MAJOR_ROAD,10.218303812914883,178600,Denmark,797,AAR_BT_0101 4582 4581,178660,1601
Århusvej,39,4322,Hinnerup,4321,10.10702759027481,Østjyske Motorvej,110,8382,Denmark,0,COWI,56.22579478256016,56.21740644105506,8382,5,Hinnerup,161,MAJOR_ROAD,10.116589665412903,158355,Denmark,1195,AAR_BT_0002 4322 4321,159174,1568
Århusvej,148,4320,Hinnerup,4364,10.13969570304107,Søftenvej,70,8200,Denmark,72,COWI,56.23172069428216,56.2149789163549,8382,0,Aarhus,162,MAJOR_ROAD,10.104986076057457,158386,Denmark,2895,AAR_BT_0003 4320 4364,159382,1569
Søftenvej,148,4364,Aarhus,4320,10.105109457672143,Århusvej,70,8382,Denmark,0,COWI,56.21508593264829,56.23181760050895,8200,72,Hinnerup,163,MAJOR_ROAD,10.13978019262504,158415,Denmark,2880,AAR_BT_0004 4364 4320,159534,1570
Østjyske Motorvej,75,4321,Tilst,4323,10.12519614484404,Nordjyske Motorvej,113,8382,Denmark,0,COWI,56.21731711429131,56.23490211108693,8381,0,Hinnerup,164,MAJOR_ROAD,10.10711200000003,158446,Denmark,2345,AAR_BT_0005 4321 4323,159619,1571
Nordjyske Motorvej,75,4323,Hinnerup,4321,10.10702759027481,Østjyske Motorvej,112,8382,Denmark,0,COWI,56.23489759702643,56.21740644105506,8382,0,Hinnerup,165,MAJOR_ROAD,10.125013142824173,158475,Denmark,2335,AAR_BT_0006 4323 4321,159703,1572
Søftenvej,106,4364,Aarhus,4322,10.116589665412903,Århusvej,70,8382,Denmark,0,COWI,56.21508593264829,56.22579478256016,8200,0,Hinnerup,166,MAJOR_ROAD,10.13978019262504,158505,Denmark,2065,AAR_BT_0007 4364 4322,159780,1573
Skovvejen,66,3186,Aarhus,3187,10.215389695770227,Kystvejen,30,8000,Denmark,67,COWI,56.16631645387974,56.161597269074186,8000,59,Aarhus,201,MAJOR_ROAD,10.218120143516558,178875,Denmark,558,AAR_BT_0108 3186 3187,180133,1608
Kystvejen,59,3187,Aarhus,3186,10.218226090772646,Skovvejen,34,8000,Denmark,59,COWI,56.161597269074186,56.166317200585326,8000,67,Aarhus,202,MAJOR_ROAD,10.215389695770227,178901,Denmark,559,AAR_BT_0109 3187 3186,180135,1609
15,101,4326,Aarhus,4323,10.12519614484404,Nordjyske Motorvej,108,8382,Denmark,0,COWI,56.21399075104399,56.23490211108693,8200,0,Hinnerup,168,MAJOR_ROAD,10.145073305557275,158565,Denmark,3030,AAR_BT_0009 4326 4323,159952,1575
Østjyske Motorvej,93,4321,Tilst,4326,10.144907008598352,15,110,8200,Denmark,0,COWI,56.21731711429131,56.21385651069573,8381,0,Aarhus,169,MAJOR_ROAD,10.10711200000003,158595,Denmark,2850,AAR_BT_0010 4321 4326,160088,1576
15,122,4326,Aarhus,4321,10.10702759027481,Østjyske Motorvej,108,8382,Denmark,0,COWI,56.21399075104399,56.21740644105506,8200,0,Hinnerup,170,MAJOR_ROAD,10.145073305557275,158624,Denmark,3655,AAR_BT_0011 4326 4321,160378,1577
15,219,4326,Aarhus,4327,10.246299305557386,Djurslandmotorvejen,110,8520,Denmark,0,COWI,56.21385651069573,56.22521120818609,8200,0,Lystrup,171,MAJOR_ROAD,10.144907008598352,158655,Denmark,6715,AAR_BT_0012 4326 4327,160456,1578
Djurslandmotorvejen,219,4327,Lystrup,4326,10.145073305557275,15,110,8200,Denmark,0,COWI,56.22537224883195,56.21399075104399,8520,0,Aarhus,172,MAJOR_ROAD,10.246154466270468,158684,Denmark,6695,AAR_BT_0013 4327 4326,160779,1579
15,41,4326,Aarhus,4349,10.161038385250095,Søftenvej,103,8200,Denmark,0,COWI,56.21385651069573,56.20852026816215,8200,0,Aarhus,173,MAJOR_ROAD,10.144907008598352,158715,Denmark,1175,AAR_BT_0014 4326 4349,160818,1580
Viby Ringvej,59,2652,Aarhus,2653,10.149874309192683,Viby Ringvej,56,8230,Denmark,104,COWI,56.14051551675728,56.148242094184255,8230,104,Aarhus,228,MAJOR_ROAD,10.154338145998054,180681,Denmark,920,AAR_BT_0135 2652 2653,182204,1635
Nordjyske Motorvej,108,4323,Hinnerup,4326,10.144907008598352,15,109,8200,Denmark,0,COWI,56.23489759702643,56.21385651069573,8382,0,Aarhus,167,MAJOR_ROAD,10.125013142824173,158536,Denmark,3255,AAR_BT_0008 4323 4326,159874,1574
Strandvejen,47,4375,Aarhus,4376,10.211722754631069,Strandvejen,42,8000,Denmark,21,COWI,56.136738858609256,56.13236396838821,8000,122,Aarhus,515,MAJOR_ROAD,10.20776318039134,201319,Denmark,547,AAR_BT_0435 4375 4376,229495,1922
Silkeborgvej,55,3202,Aarhus,3976,10.110953550926183,Silkeborgvej,50,8220,Denmark,607,COWI,56.15256095040008,56.15328110479527,8220,607,Aarhus,262,MAJOR_ROAD,10.123139046627102,182901,Denmark,768,AAR_BT_0169 3202 3976,183593,1669
Silkeborgvej,39,3202,Aarhus,3201,10.131331836805202,Silkeborgvej,47,8220,Denmark,607,COWI,56.15256095040008,56.152757286457955,8220,562,Aarhus,263,MAJOR_ROAD,10.123139046627102,182929,Denmark,512,AAR_BT_0170 3202 3201,183595,1670
Silkeborgvej,38,3201,Aarhus,3202,10.123139046627102,Silkeborgvej,48,8220,Denmark,562,COWI,56.152757286457955,56.15256095040008,8220,607,Aarhus,264,MAJOR_ROAD,10.131331836805202,182955,Denmark,511,AAR_BT_0171 3201 3202,183597,1671
Silkeborgvej,33,3201,Aarhus,3200,10.139060373016491,Silkeborgvej,52,8220,Denmark,562,COWI,56.152757286457955,56.153135887760996,8220,521,Aarhus,265,MAJOR_ROAD,10.131331836805202,182983,Denmark,481,AAR_BT_0172 3201 3200,183599,1672
Strandvejen,82,4375,Aarhus,3190,10.20872971106246,Strandvejen,40,8000,Denmark,21,COWI,56.136738858609256,56.144719132186395,8000,36,Aarhus,514,MAJOR_ROAD,10.20776318039134,201291,Denmark,906,AAR_BT_0434 4375 3190,229493,1921
Marselis Boulevard,78,3990,Aarhus,3979,10.192906038028696,Marselis Boulevard,35,8000,Denmark,135,COWI,56.139477887997344,56.141835968071454,8000,135,Aarhus,578,MAJOR_ROAD,10.186664830688414,206210,Denmark,753,AAR_BT_0498 3990 3979,229621,1985
Oddervej,51,4377,Højbjerg,4368,10.202164315973278,Rosenvangs Alle,33,8270,Denmark,51,COWI,56.117828971777826,56.11692219631463,8270,233,Højbjerg,579,MAJOR_ROAD,10.207113017196662,206237,Denmark,466,AAR_BT_0499 4377 4368,229623,1986
Rosenvangs Alle,54,4368,Højbjerg,4377,10.207113017196662,Oddervej,31,8270,Denmark,233,COWI,56.11692219631463,56.117828971777826,8270,51,Højbjerg,580,MAJOR_ROAD,10.202164315973278,206263,Denmark,466,AAR_BT_0500 4368 4377,229625,1987
Jyllands Alle,130,4548,Højbjerg,4556,10.17948788343233,Rosenvangs Alle,35,8260,Denmark,105,COWI,56.12994000000001,56.13417989322382,8270,30,Aarhus,554,MAJOR_ROAD,10.187329678573633,203901,Denmark,1277,AAR_BT_0474 4548 4556,229573,1961
Jyllands Alle,70,4553,Aarhus,4568,10.185914784061424,Vestavej,33,8270,Denmark,158,COWI,56.12437832738177,56.12391430736949,8260,2,Højbjerg,555,MAJOR_ROAD,10.180056017196648,203928,Denmark,641,AAR_BT_0475 4553 4568,229575,1962
Vestavej,102,4568,Højbjerg,4553,10.180056017196648,Jyllands Alle,27,8260,Denmark,2,COWI,56.12391430736949,56.12437832738177,8270,158,Aarhus,556,MAJOR_ROAD,10.185914784061424,203954,Denmark,777,AAR_BT_0476 4568 4553,229577,1963
Vestavej,90,4568,Højbjerg,4548,10.18704,Viborgvej,29,8381,Denmark,2,COWI,56.12391430736949,56.12994,8270,143,Tilst,557,MAJOR_ROAD,10.185914784061424,203981,Denmark,732,AAR_BT_0477 4568 4548,229579,1964
Rosenvangs Alle,149,4556,Aarhus,4553,10.180056017196648,Jyllands Alle,30,8260,Denmark,30,COWI,56.13417989322382,56.12437832738177,8260,158,Aarhus,551,MAJOR_ROAD,10.17948788343233,203822,Denmark,1258,AAR_BT_0471 4556 4553,229567,1958
Holmstrupgårdvej,118,4337,Aarhus,4325,10.109984271163967,Edwin Rahrs Vej,43,8220,Denmark,28,COWI,56.169454614092764,56.16459887184971,8220,73-75,Aarhus,584,MAJOR_ROAD,10.11966875826647,206369,Denmark,1405,AAR_BT_0504 4337 4325,229633,1991
Rosenvangs Alle,60,4368,Højbjerg,4379,10.207854230653766,Oddervej,33,8270,Denmark,233,COWI,56.11692219631463,56.114487000000004,8270,70-74,Højbjerg,581,MAJOR_ROAD,10.202164315973278,206290,Denmark,542,AAR_BT_0501 4368 4379,229627,1988
Oddervej,61,4379,Højbjerg,4368,10.202164315973278,Rosenvangs Alle,32,8270,Denmark,70-74,COWI,56.114487000000004,56.11692219631463,8270,233,Højbjerg,582,MAJOR_ROAD,10.207854230653766,206316,Denmark,542,AAR_BT_0502 4379 4368,229629,1989
Edwin Rahrs Vej,152,4325,Aarhus,4337,10.11966875826647,Holmstrupgårdvej,34,8220,Denmark,73-75,COWI,56.16459887184971,56.169454614092764,8220,28,Aarhus,583,MAJOR_ROAD,10.109984271163967,206343,Denmark,1416,AAR_BT_0503 4325 4337,229631,1990
Randersvej,267,4362,Aarhus,4564,10.216211542327983,Vejlby Centervej,33,8240,Denmark,7,COWI,56.19922307868954,56.19677547153966,8200,7,Risskov,602,MAJOR_ROAD,10.182444749668093,210040,Denmark,2433,AAR_BT_0524 4362 4564,229669,2009
Viengevej,88,4354,Risskov,4565,10.25068287483407,Grenåvej,45,8240,Denmark,0,COWI,56.20913963031665,56.2026461982616,8240,337,Risskov,607,MAJOR_ROAD,10.246642527612721,210173,Denmark,1106,AAR_BT_0529 4354 4565,229679,2014
Djurslandmotorvejen,155,4327,Lystrup,4352,10.267762215938546,Mejlbyvej,65,8250,Denmark,58,COWI,56.22521120818609,56.22020076302727,8520,58,Ega,598,MAJOR_ROAD,10.246299305557386,209933,Denmark,2782,AAR_BT_0518 4327 4352,229661,2005
Mejlbyvej,116,4355,Hjortshøj,4327,10.246154466270468,Djurslandmotorvejen,78,8520,Denmark,285,COWI,56.242032790256985,56.22537224883195,8530,285,Lystrup,599,MAJOR_ROAD,10.261365288360594,209960,Denmark,2504,AAR_BT_0519 4355 4327,229663,2006
Djurslandmotorvejen,153,4327,Lystrup,4355,10.261464530094145,Mejlbyvej,62,8530,Denmark,0,COWI,56.22521120818609,56.242053656769514,8520,285,Hjortshøj,600,MAJOR_ROAD,10.246299305557386,209986,Denmark,2623,AAR_BT_0520 4327 4355,229665,2007
Vejlby Centervej,240,4564,Risskov,4350,10.175406949737521,Søftenvej,44,8200,Denmark,7,COWI,56.196878435033454,56.20417258212644,8240,7,Aarhus,601,MAJOR_ROAD,10.216251775463206,210013,Denmark,2936,AAR_BT_0521 4564 4350,229667,2008
